Game,Date,Round,Home.Team,Home.Goals,Home.Behinds,Home.Points,Away.Team,Away.Goals,Away.Behinds,Away.Points,Margin,Season,Round.Type,Round.Number,seas_rnd,Venue,hInside.50s,hMarks.Inside.50,hTackles,hOne.Percenters,aInside.50s,aMarks.Inside.50,aTackles,aOne.Percenters
15520,21/6/2019,R14,Sydney,12,10,82,Hawthorn,9,9,63,19,2019,Regular,14,201914,SCG,42,9,10,49,42,9,10,49
15521,22/6/2019,R14,Melbourne,13,7,85,Fremantle,11,5,71,14,2019,Regular,14,201914,MCG,44,6,4,53,44,6,4,53
15522,22/6/2019,R14,St Kilda,8,11,59,Brisbane Lions,17,13,115,-56,2019,Regular,14,201914,Marvel Stadium,62,12,21,37,62,12,21,37
15523,22/6/2019,R14,Port Adelaide,9,13,67,Geelong,8,8,56,11,2019,Regular,14,201914,Adelaide Oval,44,5,11,50,44,5,11,50
15524,23/6/2019,R14,Footscray,10,13,73,Collingwood,13,4,82,-9,2019,Regular,14,201914,Marvel Stadium,44,12,4,49,44,12,4,49
15525,27/6/2019,R15,Essendon,12,5,77,GWS,10,11,71,6,2019,Regular,15,201915,Marvel Stadium,53,16,13,50,53,16,13,50
15526,28/6/2019,R15,Geelong,14,12,96,Adelaide,10,9,69,27,2019,Regular,15,201915,GMHBA Stadium,40,7,8,33,40,7,8,33
15527,29/6/2019,R15,Hawthorn,9,17,71,West Coast,11,11,77,-6,2019,Regular,15,201915,MCG,54,7,21,77,54,7,21,77
15528,29/6/2019,R15,Sydney,14,9,93,Gold Coast,7,9,51,42,2019,Regular,15,201915,SCG,48,12,7,53,48,12,7,53
15529,29/6/2019,R15,Collingwood,5,7,37,North Melbourne,11,15,81,-44,2019,Regular,15,201915,Marvel Stadium,64,14,9,48,64,14,9,48
15530,29/6/2019,R15,Port Adelaide,5,11,41,Footscray,10,6,66,-25,2019,Regular,15,201915,Adelaide Oval,49,9,12,81,49,9,12,81
15531,30/6/2019,R15,St Kilda,10,10,70,Richmond,16,7,103,-33,2019,Regular,15,201915,Marvel Stadium,48,12,7,47,48,12,7,47
15532,30/6/2019,R15,Brisbane Lions,15,17,107,Melbourne,11,8,74,33,2019,Regular,15,201915,Gabba,59,13,6,46,59,13,6,46
15533,30/6/2019,R15,Fremantle,11,9,75,Carlton,11,13,79,-4,2019,Regular,15,201915,Optus Stadium,53,11,10,49,53,11,10,49
15534,5/7/2019,R16,Hawthorn,9,13,67,Collingwood,9,9,63,4,2019,Regular,16,201916,MCG,35,9,13,56,35,9,13,56
15535,6/7/2019,R16,Essendon,11,10,76,Sydney,9,12,66,10,2019,Regular,16,201916,MCG,54,12,11,44,54,12,11,44
15536,6/7/2019,R16,Gold Coast,9,4,58,Richmond,23,12,150,-92,2019,Regular,16,201916,People First Stadium,57,23,9,55,57,23,9,55
15537,6/7/2019,R16,Adelaide,5,14,44,Port Adelaide,15,11,101,-57,2019,Regular,16,201916,Adelaide Oval,66,11,17,59,66,11,17,59
15538,6/7/2019,R16,Footscray,10,11,71,Geelong,7,13,55,16,2019,Regular,16,201916,Marvel Stadium,44,9,10,43,44,9,10,43
15539,6/7/2019,R16,Fremantle,2,19,31,West Coast,19,8,122,-91,2019,Regular,16,201916,Optus Stadium,50,8,7,75,50,8,7,75
15540,7/7/2019,R16,Carlton,15,10,100,Melbourne,15,15,105,-5,2019,Regular,16,201916,MCG,53,16,15,39,53,16,15,39
15541,7/7/2019,R16,North Melbourne,17,10,112,St Kilda,11,7,73,39,2019,Regular,16,201916,Blundstone Arena,49,8,13,60,49,8,13,60
15542,7/7/2019,R16,GWS,11,8,74,Brisbane Lions,14,10,94,-20,2019,Regular,16,201916,ENGIE Stadium,48,10,18,47,48,10,18,47
15543,12/7/2019,R17,West Coast,12,5,77,Collingwood,11,12,78,-1,2019,Regular,17,201917,Optus Stadium,52,8,16,55,52,8,16,55
15544,13/7/2019,R17,Sydney,8,14,62,Carlton,9,15,69,-7,2019,Regular,17,201917,SCG,56,11,14,44,56,11,14,44
15545,13/7/2019,R17,Hawthorn,12,12,84,Fremantle,8,5,53,31,2019,Regular,17,201917,UTAS Stadium,45,11,14,53,45,11,14,53
15546,13/7/2019,R17,Essendon,12,14,86,North Melbourne,12,9,81,5,2019,Regular,17,201917,Marvel Stadium,50,14,10,64,50,14,10,64
15547,13/7/2019,R17,Gold Coast,8,8,56,Adelaide,23,13,151,-95,2019,Regular,17,201917,People First Stadium,65,16,9,46,65,16,9,46
15548,13/7/2019,R17,Geelong,12,12,84,St Kilda,8,9,57,27,2019,Regular,17,201917,GMHBA Stadium,45,8,12,58,45,8,12,58
15549,14/7/2019,R17,Richmond,13,16,94,GWS,9,13,67,27,2019,Regular,17,201917,MCG,60,8,11,44,60,8,11,44
15550,14/7/2019,R17,Footscray,10,14,74,Melbourne,9,12,66,8,2019,Regular,17,201917,Marvel Stadium,47,8,7,54,47,8,7,54
15551,14/7/2019,R17,Port Adelaide,6,13,49,Brisbane Lions,14,13,97,-48,2019,Regular,17,201917,Adelaide Oval,55,12,16,67,55,12,16,67
15552,19/7/2019,R18,Adelaide,10,15,75,Essendon,15,6,96,-21,2019,Regular,18,201918,Adelaide Oval,50,9,11,42,50,9,11,42
15553,20/7/2019,R18,Richmond,15,11,101,Port Adelaide,9,9,63,38,2019,Regular,18,201918,MCG,45,8,7,55,45,8,7,55
15554,20/7/2019,R18,Carlton,15,9,99,Gold Coast,11,9,75,24,2019,Regular,18,201918,Marvel Stadium,53,9,16,54,53,9,16,54
15555,20/7/2019,R18,GWS,19,8,122,Collingwood,11,9,75,47,2019,Regular,18,201918,ENGIE Stadium,63,10,7,33,63,10,7,33
15556,20/7/2019,R18,Brisbane Lions,12,15,87,North Melbourne,12,3,75,12,2019,Regular,18,201918,Gabba,43,11,12,58,43,11,12,58
15557,20/7/2019,R18,Fremantle,7,10,52,Sydney,7,9,51,1,2019,Regular,18,201918,Optus Stadium,50,10,13,42,50,10,13,42
15558,21/7/2019,R18,Geelong,8,13,61,Hawthorn,12,13,85,-24,2019,Regular,18,201918,MCG,49,15,13,50,49,15,13,50
15559,21/7/2019,R18,Melbourne,11,12,78,West Coast,14,7,91,-13,2019,Regular,18,201918,TIO Traeger Park,49,9,8,35,49,9,8,35
15560,21/7/2019,R18,St Kilda,17,14,116,Footscray,14,5,89,27,2019,Regular,18,201918,Marvel Stadium,54,10,7,50,54,10,7,50
15561,26/7/2019,R19,Collingwood,9,12,66,Richmond,14,14,98,-32,2019,Regular,19,201919,MCG,61,12,10,62,61,12,10,62
15562,27/7/2019,R19,Hawthorn,7,18,60,Brisbane Lions,13,9,87,-27,2019,Regular,19,201919,UTAS Stadium,40,11,13,46,40,11,13,46
15563,27/7/2019,R19,Carlton,13,9,87,Adelaide,9,6,60,27,2019,Regular,19,201919,MCG,46,5,20,43,46,5,20,43
15564,27/7/2019,R19,West Coast,18,13,121,North Melbourne,10,12,72,49,2019,Regular,19,201919,Optus Stadium,46,13,8,56,46,13,8,56
15565,27/7/2019,R19,St Kilda,15,14,104,Melbourne,13,7,85,19,2019,Regular,19,201919,Marvel Stadium,39,8,10,54,39,8,10,54
15566,27/7/2019,R19,Port Adelaide,7,13,55,GWS,8,8,56,-1,2019,Regular,19,201919,Adelaide Oval,45,4,8,47,45,4,8,47
15567,28/7/2019,R19,Footscray,16,17,113,Fremantle,9,12,66,47,2019,Regular,19,201919,Marvel Stadium,44,9,10,50,44,9,10,50
15568,28/7/2019,R19,Sydney,12,8,80,Geelong,16,11,107,-27,2019,Regular,19,201919,SCG,51,17,7,51,51,17,7,51
15569,28/7/2019,R19,Gold Coast,15,6,96,Essendon,16,10,106,-10,2019,Regular,19,201919,People First Stadium,55,15,12,40,55,15,12,40
15570,2/8/2019,R20,North Melbourne,12,14,86,Hawthorn,9,10,64,22,2019,Regular,20,201920,Marvel Stadium,47,9,11,53,47,9,11,53
15571,3/8/2019,R20,Essendon,9,13,67,Port Adelaide,19,12,126,-59,2019,Regular,20,201920,Marvel Stadium,58,15,11,51,58,15,11,51
15572,3/8/2019,R20,GWS,12,11,83,Sydney,12,9,81,2,2019,Regular,20,201920,ENGIE Stadium,44,9,6,49,44,9,6,49
15573,3/8/2019,R20,Fremantle,14,11,95,Geelong,9,7,61,34,2019,Regular,20,201920,Optus Stadium,43,10,12,37,43,10,12,37
15574,3/8/2019,R20,Melbourne,9,6,60,Richmond,13,15,93,-33,2019,Regular,20,201920,MCG,70,19,9,39,70,19,9,39
15575,3/8/2019,R20,Adelaide,14,8,92,St Kilda,10,10,70,22,2019,Regular,20,201920,Adelaide Oval,53,9,6,52,53,9,6,52
15576,4/8/2019,R20,Collingwood,18,12,120,Gold Coast,8,3,51,69,2019,Regular,20,201920,MCG,37,8,11,38,37,8,11,38
15577,4/8/2019,R20,Carlton,11,9,75,West Coast,15,9,99,-24,2019,Regular,20,201920,Marvel Stadium,50,14,8,42,50,14,8,42
15578,4/8/2019,R20,Brisbane Lions,14,14,98,Footscray,11,14,80,18,2019,Regular,20,201920,Gabba,59,14,19,51,59,14,19,51
15579,9/8/2019,R21,GWS,4,5,29,Hawthorn,13,7,85,-56,2019,Regular,21,201921,Manuka Oval,65,8,5,58,65,8,5,58
15580,10/8/2019,R21,Melbourne,7,11,53,Collingwood,10,10,70,-17,2019,Regular,21,201921,MCG,44,6,18,44,44,6,18,44
15581,10/8/2019,R21,Port Adelaide,15,13,103,Sydney,7,14,56,47,2019,Regular,21,201921,Adelaide Oval,37,15,6,45,37,15,6,45
15582,10/8/2019,R21,Brisbane Lions,22,12,144,Gold Coast,8,5,53,91,2019,Regular,21,201921,Gabba,41,5,8,52,41,5,8,52
15583,10/8/2019,R21,Essendon,4,9,33,Footscray,21,11,137,-104,2019,Regular,21,201921,Marvel Stadium,66,15,11,60,66,15,11,60
15584,10/8/2019,R21,Geelong,9,15,69,North Melbourne,1,8,14,55,2019,Regular,21,201921,GMHBA Stadium,34,4,9,40,34,4,9,40
15585,11/8/2019,R21,St Kilda,10,12,72,Fremantle,10,9,69,3,2019,Regular,21,201921,Marvel Stadium,51,9,6,68,51,9,6,68
15586,11/8/2019,R21,Richmond,11,7,73,Carlton,6,9,45,28,2019,Regular,21,201921,MCG,43,6,12,47,43,6,12,47
15587,11/8/2019,R21,West Coast,13,12,90,Adelaide,12,8,80,10,2019,Regular,21,201921,Optus Stadium,41,8,5,46,41,8,5,46
15588,16/8/2019,R22,Melbourne,5,12,42,Sydney,15,5,95,-53,2019,Regular,22,201922,MCG,45,15,12,43,45,15,12,43
15589,17/8/2019,R22,Carlton,11,12,78,St Kilda,10,8,68,10,2019,Regular,22,201922,MCG,54,11,10,62,54,11,10,62
15590,17/8/2019,R22,Brisbane Lions,10,15,75,Geelong,10,14,74,1,2019,Regular,22,201922,Gabba,56,8,12,46,56,8,12,46
15591,17/8/2019,R22,Adelaide,6,12,48,Collingwood,17,12,114,-66,2019,Regular,22,201922,Adelaide Oval,57,19,10,47,57,19,10,47
15592,17/8/2019,R22,North Melbourne,22,12,144,Port Adelaide,8,10,58,86,2019,Regular,22,201922,Marvel Stadium,41,8,7,52,41,8,7,52
15593,17/8/2019,R22,Fremantle,7,13,55,Essendon,13,9,87,-32,2019,Regular,22,201922,Optus Stadium,48,10,5,61,48,10,5,61
15594,18/8/2019,R22,Richmond,13,10,88,West Coast,13,4,82,6,2019,Regular,22,201922,MCG,44,7,7,68,44,7,7,68
15595,18/8/2019,R22,GWS,9,11,65,Footscray,19,12,126,-61,2019,Regular,22,201922,ENGIE Stadium,63,14,20,44,63,14,20,44
15596,18/8/2019,R22,Hawthorn,18,10,118,Gold Coast,7,6,48,70,2019,Regular,22,201922,Marvel Stadium,35,7,6,45,35,7,6,45
15597,23/8/2019,R23,Collingwood,10,16,76,Essendon,10,5,65,11,2019,Regular,23,201923,MCG,38,8,10,40,38,8,10,40
15598,24/8/2019,R23,Sydney,17,7,109,St Kilda,8,16,64,45,2019,Regular,23,201923,SCG,49,11,4,39,49,11,4,39
15599,24/8/2019,R23,North Melbourne,13,10,88,Melbourne,12,11,83,5,2019,Regular,23,201923,Blundstone Arena,51,11,6,41,51,11,6,41
15600,24/8/2019,R23,Geelong,19,15,129,Carlton,8,13,61,68,2019,Regular,23,201923,GMHBA Stadium,48,6,7,48,48,6,7,48
15601,24/8/2019,R23,Gold Coast,7,13,55,GWS,20,7,127,-72,2019,Regular,23,201923,People First Stadium,53,16,8,47,53,16,8,47
15602,24/8/2019,R23,West Coast,9,13,67,Hawthorn,16,9,105,-38,2019,Regular,23,201923,Optus Stadium,58,13,8,36,58,13,8,36
15603,25/8/2019,R23,Footscray,18,13,121,Adelaide,13,9,87,34,2019,Regular,23,201923,Mars Stadium,50,15,2,40,50,15,2,40
15604,25/8/2019,R23,Richmond,12,10,82,Brisbane Lions,8,7,55,27,2019,Regular,23,201923,MCG,50,8,15,31,50,8,15,31
15605,25/8/2019,R23,Port Adelaide,15,20,110,Fremantle,10,7,67,43,2019,Regular,23,201923,Adelaide Oval,32,11,2,49,32,11,2,49
15606,5/9/2019,EF,West Coast,17,14,116,Essendon,9,7,61,55,2019,Finals,24,201924,Optus Stadium,41,4,8,46,41,4,8,46
15607,6/9/2019,QF,Geelong,7,9,51,Collingwood,9,7,61,-10,2019,Finals,24,201924,MCG,43,7,16,49,43,7,16,49
15608,7/9/2019,EF,GWS,16,17,113,Footscray,8,7,55,58,2019,Finals,24,201924,ENGIE Stadium,37,5,5,50,37,5,5,50
15609,7/9/2019,QF,Brisbane Lions,8,17,65,Richmond,18,4,112,-47,2019,Finals,24,201924,Gabba,54,7,18,52,54,7,18,52
15610,13/9/2019,SF,Geelong,13,10,88,West Coast,10,8,68,20,2019,Finals,25,201925,MCG,45,5,8,41,45,5,8,41
15611,14/9/2019,SF,Brisbane Lions,11,14,80,GWS,12,11,83,-3,2019,Finals,25,201925,Gabba,44,10,14,63,44,10,14,63
15612,20/9/2019,PF,Richmond,12,13,85,Geelong,9,12,66,19,2019,Finals,26,201926,MCG,51,7,13,39,51,7,13,39
15613,21/9/2019,PF,Collingwood,7,10,52,GWS,8,8,56,-4,2019,Finals,26,201926,MCG,49,7,6,72,49,7,6,72
15614,28/9/2019,GF,Richmond,17,12,114,GWS,3,7,25,89,2019,Finals,27,201927,MCG,40,4,8,58,40,4,8,58
15615,19/3/2020,R1,Richmond,16,9,105,Carlton,12,9,81,24,2020,Regular,01,202001,MCG,54,12,4,44,54,12,4,44
15616,20/3/2020,R1,Footscray,5,4,34,Collingwood,13,8,86,-52,2020,Regular,01,202001,Marvel Stadium,42,14,10,32,42,14,10,32
15617,21/3/2020,R1,Essendon,9,9,63,Fremantle,8,9,57,6,2020,Regular,01,202001,Marvel Stadium,36,9,4,46,36,9,4,46
15618,21/3/2020,R1,Adelaide,11,5,71,Sydney,11,8,74,-3,2020,Regular,01,202001,Adelaide Oval,41,8,15,47,41,8,15,47
15619,21/3/2020,R1,GWS,17,3,105,Geelong,11,7,73,32,2020,Regular,01,202001,ENGIE Stadium,41,9,9,34,41,9,9,34
15620,21/3/2020,R1,Gold Coast,4,5,29,Port Adelaide,10,16,76,-47,2020,Regular,01,202001,People First Stadium,62,12,11,43,62,12,11,43
15621,22/3/2020,R1,North Melbourne,8,8,56,St Kilda,7,12,54,2,2020,Regular,01,202001,Marvel Stadium,40,13,25,48,40,13,25,48
15622,22/3/2020,R1,Hawthorn,14,6,90,Brisbane Lions,9,8,62,28,2020,Regular,01,202001,MCG,46,8,10,40,46,8,10,40
15623,22/3/2020,R1,West Coast,12,6,78,Melbourne,7,9,51,27,2020,Regular,01,202001,Optus Stadium,45,8,4,37,45,8,4,37
15624,11/6/2020,R2,Collingwood,5,6,36,Richmond,5,6,36,0,2020,Regular,02,202002,MCG,44,4,6,39,44,4,6,39
15625,12/6/2020,R2,Geelong,17,6,108,Hawthorn,7,5,47,61,2020,Regular,02,202002,GMHBA Stadium,40,4,11,56,40,4,11,56
15626,13/6/2020,R2,Brisbane Lions,12,9,81,Fremantle,10,9,69,12,2020,Regular,02,202002,Gabba,44,8,11,33,44,8,11,33
15627,13/6/2020,R2,Carlton,7,11,53,Melbourne,8,6,54,-1,2020,Regular,02,202002,Marvel Stadium,40,10,8,42,40,10,8,42
15628,13/6/2020,R2,Port Adelaide,17,8,110,Adelaide,5,5,35,75,2020,Regular,02,202002,Adelaide Oval,30,4,4,38,30,4,4,38
15629,13/6/2020,R2,Gold Coast,14,6,90,West Coast,6,10,46,44,2020,Regular,02,202002,People First Stadium,46,8,9,52,46,8,9,52
15630,14/6/2020,R2,GWS,8,12,60,North Melbourne,12,8,80,-20,2020,Regular,02,202002,ENGIE Stadium,43,10,8,36,43,10,8,36
15631,14/6/2020,R2,Sydney,11,7,73,Essendon,12,7,79,-6,2020,Regular,02,202002,SCG,46,7,12,51,46,7,12,51
15632,14/6/2020,R2,St Kilda,14,4,88,Footscray,7,7,49,39,2020,Regular,02,202002,Marvel Stadium,38,9,12,44,38,9,12,44
15633,18/6/2020,R3,Richmond,5,9,39,Hawthorn,11,5,71,-32,2020,Regular,03,202003,MCG,35,5,4,37,35,5,4,37
15634,19/6/2020,R3,Footscray,8,9,57,GWS,4,9,33,24,2020,Regular,03,202003,Marvel Stadium,29,8,10,35,29,8,10,35
15635,20/6/2020,R3,North Melbourne,8,12,60,Sydney,10,11,71,-11,2020,Regular,03,202003,Marvel Stadium,41,9,12,27,41,9,12,27
15636,20/6/2020,R3,Collingwood,12,9,81,St Kilda,5,7,37,44,2020,Regular,03,202003,MCG,34,5,6,41,34,5,6,41
15637,20/6/2020,R3,Geelong,11,11,77,Carlton,12,7,79,-2,2020,Regular,03,202003,GMHBA Stadium,37,15,3,47,37,15,3,47
15638,20/6/2020,R3,Brisbane Lions,10,14,74,West Coast,6,8,44,30,2020,Regular,03,202003,Gabba,34,8,8,57,34,8,8,57
15639,21/6/2020,R3,Gold Coast,12,10,82,Adelaide,4,5,29,53,2020,Regular,03,202003,People First Stadium,28,2,7,32,28,2,7,32
15640,21/6/2020,R3,Fremantle,6,5,41,Port Adelaide,10,10,70,-29,2020,Regular,03,202003,People First Stadium,55,13,13,62,55,13,13,62
15641,25/6/2020,R4,Sydney,5,9,39,Footscray,10,7,67,-28,2020,Regular,04,202004,SCG,42,13,7,32,42,13,7,32
15642,26/6/2020,R4,GWS,10,6,66,Collingwood,9,10,64,2,2020,Regular,04,202004,ENGIE Stadium,48,9,14,25,48,9,14,25
15643,27/6/2020,R4,Port Adelaide,13,11,89,West Coast,6,5,41,48,2020,Regular,04,202004,People First Stadium,36,6,5,52,36,6,5,52
15644,27/6/2020,R4,St Kilda,15,3,93,Richmond,10,7,67,26,2020,Regular,04,202004,Marvel Stadium,39,8,10,48,39,8,10,48
15645,27/6/2020,R4,Essendon,8,3,51,Carlton,7,10,52,-1,2020,Regular,04,202004,MCG,49,13,8,43,49,13,8,43
15646,27/6/2020,R4,Gold Coast,10,4,64,Fremantle,8,3,51,13,2020,Regular,04,202004,People First Stadium,31,8,8,29,31,8,8,29
15647,28/6/2020,R4,Brisbane Lions,10,23,83,Adelaide,7,4,46,37,2020,Regular,04,202004,Gabba,28,5,4,36,28,5,4,36
15648,28/6/2020,R4,Melbourne,6,8,44,Geelong,7,5,47,-3,2020,Regular,04,202004,MCG,38,9,9,42,38,9,9,42
15649,28/6/2020,R4,Hawthorn,8,10,58,North Melbourne,8,6,54,4,2020,Regular,04,202004,Marvel Stadium,32,6,6,34,32,6,6,34
15650,2/7/2020,R5,Carlton,8,7,55,St Kilda,11,7,73,-18,2020,Regular,05,202005,Marvel Stadium,40,18,9,35,40,18,9,35
15651,3/7/2020,R5,Collingwood,7,6,48,Essendon,10,3,63,-15,2020,Regular,05,202005,MCG,35,10,20,61,35,10,20,61
15652,4/7/2020,R5,West Coast,11,11,77,Sydney,6,7,43,34,2020,Regular,05,202005,People First Stadium,30,11,6,41,30,11,6,41
15653,4/7/2020,R5,Geelong,13,11,89,Gold Coast,8,4,52,37,2020,Regular,05,202005,GMHBA Stadium,28,4,6,26,28,4,6,26
15654,4/7/2020,R5,Footscray,13,9,87,North Melbourne,5,8,38,49,2020,Regular,05,202005,Marvel Stadium,40,6,11,39,40,6,11,39
15655,4/7/2020,R5,Brisbane Lions,12,13,85,Port Adelaide,6,12,48,37,2020,Regular,05,202005,Gabba,35,4,19,60,35,4,19,60
15656,5/7/2020,R5,Adelaide,4,10,34,Fremantle,8,6,54,-20,2020,Regular,05,202005,People First Stadium,43,15,7,29,43,15,7,29
15657,5/7/2020,R5,Melbourne,8,4,52,Richmond,12,7,79,-27,2020,Regular,05,202005,MCG,39,13,4,32,39,13,4,32
15658,5/7/2020,R5,GWS,13,5,83,Hawthorn,7,7,49,34,2020,Regular,05,202005,ENGIE Stadium,38,10,11,28,38,10,11,28
15659,9/7/2020,R6,Geelong,11,7,73,Brisbane Lions,6,10,46,27,2020,Regular,06,202006,SCG,42,10,7,37,42,10,7,37
15660,10/7/2020,R6,Collingwood,8,11,59,Hawthorn,3,9,27,32,2020,Regular,06,202006,ENGIE Stadium,32,7,9,48,32,7,9,48
15661,11/7/2020,R6,Fremantle,12,7,79,St Kilda,11,7,73,6,2020,Regular,06,202006,People First Stadium,40,7,11,34,40,7,11,34
15662,11/7/2020,R6,West Coast,10,7,67,Adelaide,5,4,34,33,2020,Regular,06,202006,Gabba,24,5,9,30,24,5,9,30
15663,11/7/2020,R6,Melbourne,12,8,80,Gold Coast,9,9,63,17,2020,Regular,06,202006,ENGIE Stadium,35,4,12,41,35,4,12,41
15664,11/7/2020,R6,Essendon,9,13,67,North Melbourne,7,11,53,14,2020,Regular,06,202006,People First Stadium,47,3,7,46,47,3,7,46
15665,12/7/2020,R6,Port Adelaide,9,9,63,GWS,6,10,46,17,2020,Regular,06,202006,People First Stadium,33,11,6,42,33,11,6,42
15666,12/7/2020,R6,Richmond,4,10,34,Sydney,3,8,26,8,2020,Regular,06,202006,Gabba,35,5,8,43,35,5,8,43
15667,12/7/2020,R6,Carlton,16,7,103,Footscray,7,9,51,52,2020,Regular,06,202006,People First Stadium,53,7,16,23,53,7,16,23
15668,16/7/2020,R7,Geelong,5,5,35,Collingwood,8,9,57,-22,2020,Regular,07,202007,Optus Stadium,46,10,8,45,46,10,8,45
15669,17/7/2020,R7,Essendon,7,9,51,Footscray,14,9,93,-42,2020,Regular,07,202007,People First Stadium,48,10,6,34,48,10,6,34
15670,18/7/2020,R7,GWS,10,8,68,Brisbane Lions,13,10,88,-20,2020,Regular,07,202007,ENGIE Stadium,56,11,9,32,56,11,9,32
15671,18/7/2020,R7,Sydney,9,6,60,Gold Coast,13,14,92,-32,2020,Regular,07,202007,SCG,53,8,6,45,53,8,6,45
15672,18/7/2020,R7,Richmond,11,11,77,North Melbourne,2,11,23,54,2020,Regular,07,202007,People First Stadium,28,9,4,31,28,9,4,31
15673,19/7/2020,R7,Carlton,9,7,61,Port Adelaide,9,10,64,-3,2020,Regular,07,202007,Gabba,46,13,6,45,46,13,6,45
15674,19/7/2020,R7,Hawthorn,7,6,48,Melbourne,14,7,91,-43,2020,Regular,07,202007,ENGIE Stadium,54,15,11,34,54,15,11,34
15675,19/7/2020,R7,Fremantle,5,2,32,West Coast,9,8,62,-30,2020,Regular,07,202007,Optus Stadium,41,7,11,52,41,7,11,52
15676,20/7/2020,R7,Adelaide,8,7,55,St Kilda,12,6,78,-23,2020,Regular,07,202007,Adelaide Oval,35,4,12,38,35,4,12,38
15677,23/7/2020,R8,Gold Coast,6,10,46,Footscray,7,9,51,-5,2020,Regular,08,202008,People First Stadium,37,4,5,60,37,4,5,60
15678,24/7/2020,R8,GWS,9,8,62,Richmond,6,14,50,12,2020,Regular,08,202008,ENGIE Stadium,46,6,13,32,46,6,13,32
15679,25/7/2020,R8,North Melbourne,9,3,57,Carlton,9,10,64,-7,2020,Regular,08,202008,Gabba,54,4,17,51,54,4,17,51
15680,25/7/2020,R8,Sydney,9,6,60,Hawthorn,7,11,53,7,2020,Regular,08,202008,SCG,53,3,9,64,53,3,9,64
15681,25/7/2020,R8,Port Adelaide,6,8,44,St Kilda,12,1,73,-29,2020,Regular,08,202008,Adelaide Oval,41,4,8,47,41,4,8,47
15682,26/7/2020,R8,Adelaide,8,11,59,Essendon,9,8,62,-3,2020,Regular,08,202008,Adelaide Oval,47,4,18,41,47,4,18,41
15683,26/7/2020,R8,West Coast,18,3,111,Collingwood,6,9,45,66,2020,Regular,08,202008,Optus Stadium,37,8,4,32,37,8,4,32
15684,26/7/2020,R8,Melbourne,7,7,49,Brisbane Lions,7,11,53,-4,2020,Regular,08,202008,People First Stadium,42,7,13,51,42,7,13,51
15685,27/7/2020,R8,Fremantle,2,4,16,Geelong,6,12,48,-32,2020,Regular,08,202008,Optus Stadium,47,9,12,62,47,9,12,62
15686,29/7/2020,R9,Footscray,7,7,49,Richmond,13,12,90,-41,2020,Regular,09,202009,People First Stadium,48,12,4,42,48,12,4,42
15687,30/7/2020,R9,Melbourne,4,8,32,Port Adelaide,12,11,83,-51,2020,Regular,09,202009,Gabba,47,9,12,38,47,9,12,38
15688,31/7/2020,R9,Carlton,9,4,58,Hawthorn,14,5,89,-31,2020,Regular,09,202009,Optus Stadium,42,14,7,38,42,14,7,38
15689,31/7/2020,R9,Essendon,3,10,28,Brisbane Lions,14,7,91,-63,2020,Regular,09,202009,People First Stadium,37,15,10,32,37,15,10,32
15690,1/8/2020,R9,North Melbourne,19,5,119,Adelaide,7,8,50,69,2020,Regular,09,202009,People First Stadium,36,5,5,39,36,5,5,39
15691,1/8/2020,R9,St Kilda,15,11,101,Sydney,6,12,48,53,2020,Regular,09,202009,Gabba,36,11,13,53,36,11,13,53
15692,1/8/2020,R9,West Coast,11,7,73,Geelong,10,4,64,9,2020,Regular,09,202009,Optus Stadium,39,9,11,40,39,9,11,40
15693,2/8/2020,R9,Gold Coast,4,11,35,GWS,9,7,61,-26,2020,Regular,09,202009,People First Stadium,45,10,11,50,45,10,11,50
15694,2/8/2020,R9,Fremantle,10,1,61,Collingwood,7,7,49,12,2020,Regular,09,202009,Optus Stadium,43,5,8,48,43,5,8,48
15695,3/8/2020,R10,Port Adelaide,8,7,55,Footscray,5,12,42,13,2020,Regular,10,202010,Adelaide Oval,39,5,15,45,39,5,15,45
15696,4/8/2020,R10,Richmond,12,10,82,Brisbane Lions,4,17,41,41,2020,Regular,10,202010,People First Stadium,40,8,4,32,40,8,4,32
15697,5/8/2020,R10,Geelong,13,12,90,North Melbourne,9,3,57,33,2020,Regular,10,202010,Gabba,45,5,11,42,45,5,11,42
15698,5/8/2020,R10,Adelaide,5,7,37,Melbourne,13,10,88,-51,2020,Regular,10,202010,Adelaide Oval,45,10,20,39,45,10,20,39
15699,6/8/2020,R10,Collingwood,6,14,50,Sydney,6,5,41,9,2020,Regular,10,202010,Gabba,33,6,10,33,33,6,10,33
15700,6/8/2020,R10,Gold Coast,11,8,74,St Kilda,12,6,78,-4,2020,Regular,10,202010,People First Stadium,47,8,7,54,47,8,7,54
15701,7/8/2020,R10,Essendon,8,7,55,GWS,8,11,59,-4,2020,Regular,10,202010,People First Stadium,47,7,22,60,47,7,22,60
15702,8/8/2020,R11,Port Adelaide,13,15,93,Richmond,11,6,72,21,2020,Regular,11,202011,Adelaide Oval,24,5,5,37,24,5,5,37
15703,8/8/2020,R11,Brisbane Lions,14,12,96,Footscray,11,6,72,24,2020,Regular,11,202011,Gabba,47,10,9,43,47,10,9,43
15704,9/8/2020,R11,West Coast,11,6,72,Carlton,7,8,50,22,2020,Regular,11,202011,Optus Stadium,44,3,18,37,44,3,18,37
15705,9/8/2020,R11,Melbourne,13,14,92,North Melbourne,5,5,35,57,2020,Regular,11,202011,Adelaide Oval,30,5,12,39,30,5,12,39
