Game,Date,Round,Home.Team,Home.Goals,Home.Behinds,Home.Points,Away.Team,Away.Goals,Away.Behinds,Away.Points,Margin,Season,Round.Type,Round.Number,seas_rnd,Venue,hInside.50s,hMarks.Inside.50,hTackles,hOne.Percenters,aInside.50s,aMarks.Inside.50,aTackles,aOne.Percenters
15214,31/3/2018,R2,Brisbane Lions,10,14,74,Melbourne,14,16,100,-26,2018,Regular,02,201802,Gabba,56,17,17,52,56,17,17,52
15215,31/3/2018,R2,Fremantle,16,10,106,Essendon,14,6,90,16,2018,Regular,02,201802,Optus Stadium,45,9,6,45,45,9,6,45
15216,1/4/2018,R2,Footscray,9,16,70,West Coast,18,13,121,-51,2018,Regular,02,201802,Marvel Stadium,58,23,11,52,58,23,11,52
15217,1/4/2018,R2,Sydney,10,11,71,Port Adelaide,14,10,94,-23,2018,Regular,02,201802,SCG,52,6,14,61,52,6,14,61
15218,2/4/2018,R2,Geelong,18,9,117,Hawthorn,17,16,118,-1,2018,Regular,02,201802,MCG,62,17,14,54,62,17,14,54
15219,6/4/2018,R3,Carlton,11,10,76,Collingwood,16,4,100,-24,2018,Regular,03,201803,MCG,50,15,10,50,50,15,10,50
15220,7/4/2018,R3,Port Adelaide,14,13,97,Brisbane Lions,14,8,92,5,2018,Regular,03,201803,Adelaide Oval,43,8,8,36,43,8,8,36
15221,7/4/2018,R3,Melbourne,18,15,123,North Melbourne,13,8,86,37,2018,Regular,03,201803,MCG,45,7,7,50,45,7,7,50
15222,7/4/2018,R3,Gold Coast,10,8,68,Fremantle,13,18,96,-28,2018,Regular,03,201803,Optus Stadium,59,16,8,44,59,16,8,44
15223,7/4/2018,R3,St Kilda,7,13,55,Adelaide,15,14,104,-49,2018,Regular,03,201803,Marvel Stadium,51,14,14,51,51,14,14,51
15224,7/4/2018,R3,Sydney,16,7,103,GWS,12,15,87,16,2018,Regular,03,201803,SCG,54,9,14,53,54,9,14,53
15225,8/4/2018,R3,Richmond,15,12,102,Hawthorn,13,11,89,13,2018,Regular,03,201803,MCG,51,10,9,56,51,10,9,56
15226,8/4/2018,R3,Footscray,14,20,104,Essendon,12,11,83,21,2018,Regular,03,201803,Marvel Stadium,44,13,4,35,44,13,4,35
15227,8/4/2018,R3,West Coast,14,11,95,Geelong,11,14,80,15,2018,Regular,03,201803,Optus Stadium,55,14,7,56,55,14,7,56
15228,13/4/2018,R4,Adelaide,9,4,58,Collingwood,16,10,106,-48,2018,Regular,04,201804,Adelaide Oval,58,6,12,50,58,6,12,50
15229,14/4/2018,R4,GWS,11,16,82,Fremantle,7,9,51,31,2018,Regular,04,201804,Manuka Oval,56,5,4,46,56,5,4,46
15230,14/4/2018,R4,Richmond,16,14,110,Brisbane Lions,2,5,17,93,2018,Regular,04,201804,MCG,39,5,2,36,39,5,2,36
15231,14/4/2018,R4,Footscray,11,13,79,Sydney,13,8,86,-7,2018,Regular,04,201804,Marvel Stadium,42,11,7,39,42,11,7,39
15232,14/4/2018,R4,North Melbourne,18,8,116,Carlton,4,6,30,86,2018,Regular,04,201804,Blundstone Arena,42,5,10,40,42,5,10,40
15233,14/4/2018,R4,West Coast,21,13,139,Gold Coast,9,5,59,80,2018,Regular,04,201804,Optus Stadium,46,9,9,48,46,9,9,48
15234,15/4/2018,R4,Essendon,16,10,106,Port Adelaide,12,12,84,22,2018,Regular,04,201804,Marvel Stadium,47,11,5,51,47,11,5,51
15235,15/4/2018,R4,Hawthorn,18,7,115,Melbourne,6,12,48,67,2018,Regular,04,201804,MCG,53,5,8,84,53,5,8,84
15236,15/4/2018,R4,Geelong,15,13,103,St Kilda,7,14,56,47,2018,Regular,04,201804,GMHBA Stadium,44,5,9,54,44,5,9,54
15237,20/4/2018,R5,Sydney,10,15,75,Adelaide,12,13,85,-10,2018,Regular,05,201805,SCG,48,5,14,52,48,5,14,52
15238,21/4/2018,R5,St Kilda,10,13,73,GWS,9,19,73,0,2018,Regular,05,201805,Marvel Stadium,47,12,6,66,47,12,6,66
15239,21/4/2018,R5,Carlton,10,9,69,West Coast,10,19,79,-10,2018,Regular,05,201805,MCG,53,14,10,54,53,14,10,54
15240,21/4/2018,R5,Port Adelaide,7,8,50,Geelong,12,12,84,-34,2018,Regular,05,201805,Adelaide Oval,53,10,14,45,53,10,14,45
15241,21/4/2018,R5,Fremantle,16,12,108,Footscray,8,6,54,54,2018,Regular,05,201805,Optus Stadium,42,5,7,38,42,5,7,38
15242,22/4/2018,R5,North Melbourne,14,14,98,Hawthorn,11,4,70,28,2018,Regular,05,201805,Marvel Stadium,52,9,7,46,52,9,7,46
15243,22/4/2018,R5,Brisbane Lions,10,11,71,Gold Coast,11,10,76,-5,2018,Regular,05,201805,Gabba,55,6,12,51,55,6,12,51
15244,24/4/2018,R5,Melbourne,8,8,56,Richmond,15,12,102,-46,2018,Regular,05,201805,MCG,59,12,16,73,59,12,16,73
15245,25/4/2018,R5,Collingwood,14,17,101,Essendon,7,10,52,49,2018,Regular,05,201805,MCG,41,11,8,42,41,11,8,42
15246,27/4/2018,R6,Footscray,11,14,80,Carlton,8,11,59,21,2018,Regular,06,201806,Marvel Stadium,45,15,4,48,45,15,4,48
15247,28/4/2018,R6,Geelong,10,9,69,Sydney,12,14,86,-17,2018,Regular,06,201806,GMHBA Stadium,52,10,13,57,52,10,13,57
15248,28/4/2018,R6,North Melbourne,10,9,69,Port Adelaide,15,12,102,-33,2018,Regular,06,201806,Marvel Stadium,51,14,12,64,51,14,12,64
15249,28/4/2018,R6,GWS,10,17,77,Brisbane Lions,5,13,43,34,2018,Regular,06,201806,ENGIE Stadium,43,11,4,57,43,11,4,57
15250,28/4/2018,R6,Hawthorn,13,11,89,St Kilda,7,12,54,35,2018,Regular,06,201806,UTAS Stadium,42,13,7,47,42,13,7,47
15251,28/4/2018,R6,Adelaide,16,14,110,Gold Coast,9,8,62,48,2018,Regular,06,201806,Adelaide Oval,40,6,14,55,40,6,14,55
15252,29/4/2018,R6,Essendon,10,12,72,Melbourne,16,12,108,-36,2018,Regular,06,201806,Marvel Stadium,55,19,14,40,55,19,14,40
15253,29/4/2018,R6,Collingwood,10,10,70,Richmond,16,17,113,-43,2018,Regular,06,201806,MCG,67,11,11,47,67,11,11,47
15254,29/4/2018,R6,Fremantle,12,9,81,West Coast,13,11,89,-8,2018,Regular,06,201806,Optus Stadium,55,11,12,44,55,11,12,44
15255,4/5/2018,R7,Geelong,14,9,93,GWS,4,8,32,61,2018,Regular,07,201807,GMHBA Stadium,44,2,10,44,44,2,10,44
15256,5/5/2018,R7,Footscray,11,15,81,Gold Coast,10,12,72,9,2018,Regular,07,201807,Mars Stadium,59,6,10,48,59,6,10,48
15257,5/5/2018,R7,Essendon,10,7,67,Hawthorn,13,12,90,-23,2018,Regular,07,201807,MCG,54,13,18,44,54,13,18,44
15258,5/5/2018,R7,West Coast,16,6,102,Port Adelaide,9,6,60,42,2018,Regular,07,201807,Optus Stadium,45,10,3,62,45,10,3,62
15259,5/5/2018,R7,Sydney,9,12,66,North Melbourne,9,14,68,-2,2018,Regular,07,201807,SCG,48,11,3,37,48,11,3,37
15260,5/5/2018,R7,Adelaide,19,11,125,Carlton,10,10,70,55,2018,Regular,07,201807,Adelaide Oval,37,9,6,49,37,9,6,49
15261,6/5/2018,R7,Richmond,15,20,110,Fremantle,4,9,33,77,2018,Regular,07,201807,MCG,42,4,9,48,42,4,9,48
15262,6/5/2018,R7,St Kilda,9,13,67,Melbourne,16,10,106,-39,2018,Regular,07,201807,Marvel Stadium,63,18,5,44,63,18,5,44
15263,6/5/2018,R7,Brisbane Lions,18,6,114,Collingwood,19,7,121,-7,2018,Regular,07,201807,Gabba,61,14,6,34,61,14,6,34
15264,11/5/2018,R8,Hawthorn,10,11,71,Sydney,12,7,79,-8,2018,Regular,08,201808,MCG,39,7,15,46,39,7,15,46
15265,12/5/2018,R8,GWS,8,13,61,West Coast,12,14,86,-25,2018,Regular,08,201808,ENGIE Stadium,55,12,15,61,55,12,15,61
15266,12/5/2018,R8,Carlton,14,7,91,Essendon,10,18,78,13,2018,Regular,08,201808,MCG,54,14,11,60,54,14,11,60
15267,12/5/2018,R8,Gold Coast,11,11,77,Melbourne,21,20,146,-69,2018,Regular,08,201808,Gabba,83,19,13,39,83,19,13,39
15268,12/5/2018,R8,Port Adelaide,14,11,95,Adelaide,14,6,90,5,2018,Regular,08,201808,Adelaide Oval,50,8,8,38,50,8,8,38
15269,12/5/2018,R8,Footscray,16,11,107,Brisbane Lions,14,9,93,14,2018,Regular,08,201808,Marvel Stadium,47,19,13,58,47,19,13,58
15270,12/5/2018,R8,Fremantle,13,11,89,St Kilda,8,11,59,30,2018,Regular,08,201808,Optus Stadium,46,7,11,34,46,7,11,34
15271,13/5/2018,R8,North Melbourne,11,6,72,Richmond,12,10,82,-10,2018,Regular,08,201808,Marvel Stadium,54,12,18,56,54,12,18,56
15272,13/5/2018,R8,Collingwood,5,15,45,Geelong,9,12,66,-21,2018,Regular,08,201808,MCG,46,6,10,38,46,6,10,38
15273,18/5/2018,R9,Adelaide,9,9,63,Footscray,2,14,26,37,2018,Regular,09,201809,Adelaide Oval,52,5,17,84,52,5,17,84
15274,19/5/2018,R9,Gold Coast,6,6,42,Port Adelaide,11,16,82,-40,2018,Regular,09,201809,Adelaide Arena at Jiangwan Stadium,73,9,15,81,73,9,15,81
15275,19/5/2018,R9,North Melbourne,17,10,112,GWS,9,15,69,43,2018,Regular,09,201809,Blundstone Arena,50,9,11,63,50,9,11,63
15276,19/5/2018,R9,Essendon,12,12,84,Geelong,7,8,50,34,2018,Regular,09,201809,MCG,51,4,8,55,51,4,8,55
15277,19/5/2018,R9,St Kilda,10,12,72,Collingwood,15,10,100,-28,2018,Regular,09,201809,Marvel Stadium,55,15,12,52,55,15,12,52
15278,19/5/2018,R9,Sydney,17,9,111,Fremantle,7,10,52,59,2018,Regular,09,201809,SCG,50,9,4,41,50,9,4,41
15279,20/5/2018,R9,Carlton,7,8,50,Melbourne,25,9,159,-109,2018,Regular,09,201809,MCG,63,19,12,47,63,19,12,47
15280,20/5/2018,R9,Brisbane Lions,20,9,129,Hawthorn,11,7,73,56,2018,Regular,09,201809,Gabba,52,5,11,47,52,5,11,47
15281,20/5/2018,R9,West Coast,20,10,130,Richmond,12,11,83,47,2018,Regular,09,201809,Optus Stadium,58,11,17,45,58,11,17,45
15282,25/5/2018,R10,Collingwood,13,12,90,Footscray,8,7,55,35,2018,Regular,10,201810,Marvel Stadium,52,12,7,59,52,12,7,59
15283,26/5/2018,R10,Richmond,15,15,105,St Kilda,12,5,77,28,2018,Regular,10,201810,MCG,48,12,1,53,48,12,1,53
15284,26/5/2018,R10,Brisbane Lions,6,13,49,Sydney,10,7,67,-18,2018,Regular,10,201810,Gabba,51,4,10,54,51,4,10,54
15285,26/5/2018,R10,Geelong,11,7,73,Carlton,5,15,45,28,2018,Regular,10,201810,GMHBA Stadium,51,2,14,66,51,2,14,66
15286,26/5/2018,R10,GWS,8,12,60,Essendon,14,11,95,-35,2018,Regular,10,201810,ENGIE Stadium,53,7,13,51,53,7,13,51
15287,27/5/2018,R10,Hawthorn,9,6,60,West Coast,11,9,75,-15,2018,Regular,10,201810,Marvel Stadium,46,10,8,52,46,10,8,52
15288,27/5/2018,R10,Melbourne,23,8,146,Adelaide,8,7,55,91,2018,Regular,10,201810,TIO Traeger Park,38,6,7,32,38,6,7,32
15289,27/5/2018,R10,Fremantle,8,10,58,North Melbourne,12,14,86,-28,2018,Regular,10,201810,Optus Stadium,60,9,23,51,60,9,23,51
15290,1/6/2018,R11,Sydney,13,13,91,Carlton,9,7,61,30,2018,Regular,11,201811,SCG,41,8,8,44,41,8,8,44
15291,2/6/2018,R11,Footscray,7,9,51,Melbourne,15,10,100,-49,2018,Regular,11,201811,Marvel Stadium,68,20,6,34,68,20,6,34
15292,2/6/2018,R11,Hawthorn,9,10,64,Port Adelaide,9,7,61,3,2018,Regular,11,201811,UTAS Stadium,38,9,14,51,38,9,14,51
15293,2/6/2018,R11,Gold Coast,4,12,36,Geelong,17,19,121,-85,2018,Regular,11,201811,People First Stadium,62,19,11,35,62,19,11,35
15294,2/6/2018,R11,Essendon,6,7,43,Richmond,17,12,114,-71,2018,Regular,11,201811,MCG,59,15,9,62,59,15,9,62
15295,2/6/2018,R11,West Coast,16,5,101,St Kilda,14,4,88,13,2018,Regular,11,201811,Optus Stadium,48,6,12,45,48,6,12,45
15296,3/6/2018,R11,North Melbourne,21,15,141,Brisbane Lions,12,15,87,54,2018,Regular,11,201811,Marvel Stadium,51,15,7,52,51,15,7,52
15297,3/6/2018,R11,Collingwood,21,12,138,Fremantle,12,5,77,61,2018,Regular,11,201811,MCG,35,12,4,41,35,12,4,41
15298,3/6/2018,R11,Adelaide,11,15,81,GWS,14,13,97,-16,2018,Regular,11,201811,Adelaide Oval,53,10,15,71,53,10,15,71
15299,8/6/2018,R12,Port Adelaide,10,12,72,Richmond,8,10,58,14,2018,Regular,12,201812,Adelaide Oval,49,8,18,64,49,8,18,64
15300,9/6/2018,R12,Geelong,14,12,96,North Melbourne,8,11,59,37,2018,Regular,12,201812,GMHBA Stadium,51,7,9,44,51,7,9,44
15301,9/6/2018,R12,GWS,20,14,134,Gold Coast,4,2,26,108,2018,Regular,12,201812,ENGIE Stadium,40,0,9,54,40,0,9,54
15302,9/6/2018,R12,St Kilda,7,13,55,Sydney,19,12,126,-71,2018,Regular,12,201812,Marvel Stadium,49,23,2,40,49,23,2,40
15303,10/6/2018,R12,Brisbane Lions,8,14,62,Essendon,12,12,84,-22,2018,Regular,12,201812,Gabba,64,10,15,43,64,10,15,43
15304,10/6/2018,R12,Fremantle,10,11,71,Adelaide,9,14,68,3,2018,Regular,12,201812,Optus Stadium,50,7,9,49,50,7,9,49
15305,11/6/2018,R12,Melbourne,14,7,91,Collingwood,20,13,133,-42,2018,Regular,12,201812,MCG,63,19,12,44,63,19,12,44
15306,14/6/2018,R13,Port Adelaide,20,12,132,Footscray,11,9,75,57,2018,Regular,13,201813,Adelaide Oval,40,8,7,47,40,8,7,47
15307,15/6/2018,R13,Sydney,10,12,72,West Coast,7,15,57,15,2018,Regular,13,201813,SCG,63,5,7,52,63,5,7,52
15308,16/6/2018,R13,Carlton,6,10,46,Fremantle,15,13,103,-57,2018,Regular,13,201813,Marvel Stadium,56,21,11,36,56,21,11,36
15309,16/6/2018,R13,Gold Coast,11,12,78,St Kilda,11,14,80,-2,2018,Regular,13,201813,People First Stadium,58,9,19,44,58,9,19,44
15310,16/6/2018,R13,Hawthorn,12,16,88,Adelaide,4,8,32,56,2018,Regular,13,201813,MCG,35,6,8,44,35,6,8,44
15311,17/6/2018,R13,Geelong,9,11,65,Richmond,12,11,83,-18,2018,Regular,13,201813,MCG,52,7,19,48,52,7,19,48
15312,21/6/2018,R14,West Coast,6,16,52,Essendon,12,8,80,-28,2018,Regular,14,201814,Optus Stadium,45,12,6,34,45,12,6,34
15313,22/6/2018,R14,Port Adelaide,11,9,75,Melbourne,9,11,65,10,2018,Regular,14,201814,Adelaide Oval,69,7,23,42,69,7,23,42
15314,23/6/2018,R14,Hawthorn,13,18,96,Gold Coast,5,13,43,53,2018,Regular,14,201814,UTAS Stadium,42,15,9,45,42,15,9,45
15315,23/6/2018,R14,Brisbane Lions,12,10,82,GWS,16,13,109,-27,2018,Regular,14,201814,Gabba,60,15,6,57,60,15,6,57
15316,23/6/2018,R14,Footscray,11,9,75,North Melbourne,12,5,77,-2,2018,Regular,14,201814,Marvel Stadium,52,10,8,48,52,10,8,48
15317,24/6/2018,R14,Collingwood,11,13,79,Carlton,9,5,59,20,2018,Regular,14,201814,MCG,37,11,8,45,37,11,8,45
15318,28/6/2018,R15,Richmond,14,9,93,Sydney,11,1,67,26,2018,Regular,15,201815,Marvel Stadium,43,6,8,45,43,6,8,45
15319,29/6/2018,R15,Footscray,16,7,103,Geelong,15,11,101,2,2018,Regular,15,201815,Marvel Stadium,52,15,12,39,52,15,12,39
15320,30/6/2018,R15,Carlton,10,9,69,Port Adelaide,13,12,90,-21,2018,Regular,15,201815,MCG,64,13,16,57,64,13,16,57
15321,30/6/2018,R15,Adelaide,12,16,88,West Coast,12,6,78,10,2018,Regular,15,201815,Adelaide Oval,34,8,16,56,34,8,16,56
15322,30/6/2018,R15,Gold Coast,8,12,60,Collingwood,14,15,99,-39,2018,Regular,15,201815,People First Stadium,52,11,4,70,52,11,4,70
15323,30/6/2018,R15,GWS,13,17,95,Hawthorn,13,6,84,11,2018,Regular,15,201815,ENGIE Stadium,47,7,8,62,47,7,8,62
15324,1/7/2018,R15,Melbourne,18,9,117,St Kilda,18,11,119,-2,2018,Regular,15,201815,MCG,50,17,6,54,50,17,6,54
15325,1/7/2018,R15,Essendon,19,11,125,North Melbourne,16,12,108,17,2018,Regular,15,201815,Marvel Stadium,55,16,9,48,55,16,9,48
15326,1/7/2018,R15,Fremantle,9,10,64,Brisbane Lions,18,11,119,-55,2018,Regular,15,201815,Optus Stadium,50,17,11,48,50,17,11,48
15327,5/7/2018,R16,Sydney,9,5,59,Geelong,8,23,71,-12,2018,Regular,16,201816,SCG,59,13,21,57,59,13,21,57
15328,6/7/2018,R16,Richmond,15,13,103,Adelaide,8,8,56,47,2018,Regular,16,201816,MCG,45,4,5,48,45,4,5,48
15329,7/7/2018,R16,Brisbane Lions,18,12,120,Carlton,7,13,55,65,2018,Regular,16,201816,Gabba,51,8,16,33,51,8,16,33
15330,7/7/2018,R16,Port Adelaide,12,14,86,St Kilda,7,8,50,36,2018,Regular,16,201816,Adelaide Oval,46,8,7,47,46,8,7,47
15331,7/7/2018,R16,Footscray,9,5,59,Hawthorn,19,8,122,-63,2018,Regular,16,201816,Marvel Stadium,54,18,10,48,54,18,10,48
15332,7/7/2018,R16,Melbourne,13,24,102,Fremantle,7,6,48,54,2018,Regular,16,201816,TIO Stadium,28,2,6,40,28,2,6,40
15333,8/7/2018,R16,North Melbourne,14,11,95,Gold Coast,8,10,58,37,2018,Regular,16,201816,Marvel Stadium,37,8,12,46,37,8,12,46
15334,8/7/2018,R16,Essendon,9,8,62,Collingwood,12,6,78,-16,2018,Regular,16,201816,MCG,47,12,5,54,47,12,5,54
15335,8/7/2018,R16,West Coast,13,8,86,GWS,10,15,75,11,2018,Regular,16,201816,Optus Stadium,52,11,11,51,52,11,11,51
15336,12/7/2018,R17,Adelaide,16,16,112,Geelong,14,13,97,15,2018,Regular,17,201817,Adelaide Oval,55,8,13,56,55,8,13,56
15337,13/7/2018,R17,St Kilda,16,20,116,Carlton,7,10,52,64,2018,Regular,17,201817,Marvel Stadium,36,6,3,44,36,6,3,44
15338,14/7/2018,R17,Hawthorn,9,11,65,Brisbane Lions,15,8,98,-33,2018,Regular,17,201817,UTAS Stadium,51,13,9,58,51,13,9,58
15339,14/7/2018,R17,Melbourne,18,11,119,Footscray,10,9,69,50,2018,Regular,17,201817,MCG,57,9,8,60,57,9,8,60
15340,14/7/2018,R17,Gold Coast,6,15,51,Essendon,13,17,95,-44,2018,Regular,17,201817,People First Stadium,66,19,16,62,66,19,16,62
15341,14/7/2018,R17,GWS,11,13,79,Richmond,10,17,77,2,2018,Regular,17,201817,ENGIE Stadium,64,11,12,63,64,11,12,63
15342,15/7/2018,R17,Collingwood,9,13,67,West Coast,15,12,102,-35,2018,Regular,17,201817,MCG,54,14,9,44,54,14,9,44
15343,15/7/2018,R17,North Melbourne,15,8,98,Sydney,16,8,104,-6,2018,Regular,17,201817,Marvel Stadium,52,16,4,34,52,16,4,34
15344,15/7/2018,R17,Fremantle,8,11,59,Port Adelaide,7,8,50,9,2018,Regular,17,201817,Optus Stadium,39,9,9,57,39,9,9,57
15345,20/7/2018,R18,St Kilda,8,9,57,Richmond,16,15,111,-54,2018,Regular,18,201818,Marvel Stadium,52,15,9,50,52,15,9,50
15346,21/7/2018,R18,Collingwood,20,10,130,North Melbourne,9,10,64,66,2018,Regular,18,201818,MCG,44,12,13,40,44,12,13,40
15347,21/7/2018,R18,Sydney,8,16,64,Gold Coast,12,16,88,-24,2018,Regular,18,201818,SCG,61,10,14,55,61,10,14,55
15348,21/7/2018,R18,Essendon,13,21,99,Fremantle,11,4,70,29,2018,Regular,18,201818,Marvel Stadium,36,10,6,56,36,10,6,56
15349,21/7/2018,R18,Brisbane Lions,13,10,88,Adelaide,13,15,93,-5,2018,Regular,18,201818,Gabba,63,14,12,35,63,14,12,35
15350,21/7/2018,R18,Geelong,16,4,100,Melbourne,14,14,98,2,2018,Regular,18,201818,GMHBA Stadium,64,14,8,39,64,14,8,39
15351,22/7/2018,R18,Carlton,7,10,52,Hawthorn,18,16,124,-72,2018,Regular,18,201818,Marvel Stadium,58,20,8,58,58,20,8,58
15352,22/7/2018,R18,West Coast,14,16,100,Footscray,6,10,46,54,2018,Regular,18,201818,Optus Stadium,44,9,19,55,44,9,19,55
15353,22/7/2018,R18,Port Adelaide,8,10,58,GWS,11,14,80,-22,2018,Regular,18,201818,Adelaide Oval,51,7,13,52,51,7,13,52
15354,27/7/2018,R19,Essendon,15,19,109,Sydney,10,6,66,43,2018,Regular,19,201819,Marvel Stadium,39,8,3,40,39,8,3,40
15355,28/7/2018,R19,Richmond,16,9,105,Collingwood,12,5,77,28,2018,Regular,19,201819,MCG,47,11,7,52,47,11,7,52
15356,28/7/2018,R19,Geelong,18,12,120,Brisbane Lions,11,12,78,42,2018,Regular,19,201819,GMHBA Stadium,51,15,13,51,51,15,13,51
15357,28/7/2018,R19,GWS,13,8,86,St Kilda,8,13,61,25,2018,Regular,19,201819,ENGIE Stadium,60,9,15,51,60,9,15,51
15358,28/7/2018,R19,Gold Coast,5,14,44,Carlton,12,7,79,-35,2018,Regular,19,201819,People First Stadium,52,9,13,60,52,9,13,60
15359,28/7/2018,R19,Adelaide,10,17,77,Melbourne,13,12,90,-13,2018,Regular,19,201819,Adelaide Oval,50,9,8,63,50,9,8,63
15360,29/7/2018,R19,North Melbourne,12,9,81,West Coast,6,5,41,40,2018,Regular,19,201819,Blundstone Arena,47,6,10,50,47,6,10,50
15361,29/7/2018,R19,Footscray,5,4,34,Port Adelaide,11,12,78,-44,2018,Regular,19,201819,Mars Stadium,58,13,14,69,58,13,14,69
15362,29/7/2018,R19,Fremantle,7,11,53,Hawthorn,17,10,112,-59,2018,Regular,19,201819,Optus Stadium,61,13,17,56,61,13,17,56
15363,3/8/2018,R20,Richmond,12,13,85,Geelong,12,10,82,3,2018,Regular,20,201820,MCG,46,9,9,75,46,9,9,75
15364,4/8/2018,R20,Hawthorn,16,11,107,Essendon,16,7,103,4,2018,Regular,20,201820,MCG,49,9,6,51,49,9,6,51
15365,4/8/2018,R20,Brisbane Lions,16,8,104,North Melbourne,16,11,107,-3,2018,Regular,20,201820,Gabba,48,6,8,40,48,6,8,40
15366,4/8/2018,R20,Adelaide,13,18,96,Port Adelaide,14,9,93,3,2018,Regular,20,201820,Adelaide Oval,47,11,6,62,47,11,6,62
15367,4/8/2018,R20,Sydney,11,7,73,Collingwood,10,11,71,2,2018,Regular,20,201820,SCG,52,6,11,47,52,6,11,47
15368,4/8/2018,R20,St Kilda,9,14,68,Footscray,15,13,103,-35,2018,Regular,20,201820,Marvel Stadium,54,14,18,47,54,14,18,47
15369,5/8/2018,R20,Carlton,7,4,46,GWS,23,13,151,-105,2018,Regular,20,201820,Marvel Stadium,65,18,9,37,65,18,9,37
15370,5/8/2018,R20,Melbourne,21,17,143,Gold Coast,7,5,47,96,2018,Regular,20,201820,MCG,41,7,17,40,41,7,17,40
15371,5/8/2018,R20,West Coast,21,16,142,Fremantle,13,6,84,58,2018,Regular,20,201820,Optus Stadium,49,13,5,50,49,13,5,50
15372,10/8/2018,R21,Essendon,18,14,122,St Kilda,11,13,79,43,2018,Regular,21,201821,Marvel Stadium,46,14,7,52,46,14,7,52
15373,11/8/2018,R21,Hawthorn,10,11,71,Geelong,8,12,60,11,2018,Regular,21,201821,MCG,47,11,11,55,47,11,11,55
15374,11/8/2018,R21,Gold Coast,7,9,51,Richmond,19,11,125,-74,2018,Regular,21,201821,People First Stadium,64,22,10,52,64,22,10,52
15375,11/8/2018,R21,Port Adelaide,9,4,58,West Coast,9,8,62,-4,2018,Regular,21,201821,Adelaide Oval,65,7,14,43,65,7,14,43
15376,11/8/2018,R21,GWS,15,16,106,Adelaide,13,14,92,14,2018,Regular,21,201821,Manuka Oval,51,10,11,50,51,10,11,50
15377,11/8/2018,R21,Collingwood,14,20,104,Brisbane Lions,11,7,73,31,2018,Regular,21,201821,Marvel Stadium,50,12,9,42,50,12,9,42
15378,12/8/2018,R21,North Melbourne,12,13,85,Footscray,13,14,92,-7,2018,Regular,21,201821,Marvel Stadium,56,12,7,52,56,12,7,52
15379,12/8/2018,R21,Melbourne,10,18,78,Sydney,13,9,87,-9,2018,Regular,21,201821,MCG,43,11,6,46,43,11,6,46
15380,12/8/2018,R21,Fremantle,15,11,101,Carlton,10,12,72,29,2018,Regular,21,201821,Optus Stadium,52,9,10,52,52,9,10,52
15381,17/8/2018,R22,Richmond,12,9,81,Essendon,11,7,73,8,2018,Regular,22,201822,MCG,45,5,5,52,45,5,5,52
15382,18/8/2018,R22,Collingwood,17,13,115,Port Adelaide,10,4,64,51,2018,Regular,22,201822,MCG,39,10,7,58,39,10,7,58
15383,18/8/2018,R22,Geelong,24,14,158,Fremantle,3,7,25,133,2018,Regular,22,201822,GMHBA Stadium,30,7,7,47,30,7,7,47
15384,18/8/2018,R22,GWS,8,12,60,Sydney,11,14,80,-20,2018,Regular,22,201822,ENGIE Stadium,55,12,17,49,55,12,17,49
15385,18/8/2018,R22,St Kilda,11,10,76,Hawthorn,12,8,80,-4,2018,Regular,22,201822,Marvel Stadium,44,13,13,64,44,13,13,64
15386,18/8/2018,R22,Gold Coast,11,8,74,Brisbane Lions,10,18,78,-4,2018,Regular,22,201822,People First Stadium,60,11,15,53,60,11,15,53
15387,19/8/2018,R22,Carlton,7,7,49,Footscray,10,6,66,-17,2018,Regular,22,201822,Marvel Stadium,46,12,13,37,46,12,13,37
15388,19/8/2018,R22,West Coast,14,7,91,Melbourne,16,12,108,-17,2018,Regular,22,201822,Optus Stadium,55,19,11,58,55,19,11,58
15389,19/8/2018,R22,Adelaide,12,14,86,North Melbourne,11,11,77,9,2018,Regular,22,201822,Adelaide Oval,47,13,14,35,47,13,14,35
15390,24/8/2018,R23,Port Adelaide,13,11,89,Essendon,17,9,111,-22,2018,Regular,23,201823,Adelaide Oval,50,8,14,36,50,8,14,36
15391,25/8/2018,R23,Geelong,22,10,142,Gold Coast,5,10,40,102,2018,Regular,23,201823,GMHBA Stadium,34,8,4,43,34,8,4,43
15392,25/8/2018,R23,Richmond,15,8,98,Footscray,14,11,95,3,2018,Regular,23,201823,MCG,47,15,7,42,47,15,7,42
15393,25/8/2018,R23,Fremantle,9,13,67,Collingwood,11,10,76,-9,2018,Regular,23,201823,Optus Stadium,50,10,8,47,50,10,8,47
15394,25/8/2018,R23,Carlton,8,13,61,Adelaide,26,9,165,-104,2018,Regular,23,201823,Marvel Stadium,54,16,7,34,54,16,7,34
15395,25/8/2018,R23,Sydney,10,14,74,Hawthorn,12,11,83,-9,2018,Regular,23,201823,SCG,50,14,12,61,50,14,12,61
15396,26/8/2018,R23,Brisbane Lions,11,6,72,West Coast,14,14,98,-26,2018,Regular,23,201823,Gabba,56,12,6,39,56,12,6,39
15397,26/8/2018,R23,Melbourne,15,12,102,GWS,8,9,57,45,2018,Regular,23,201823,MCG,50,10,5,62,50,10,5,62
15398,26/8/2018,R23,St Kilda,14,10,94,North Melbourne,17,15,117,-23,2018,Regular,23,201823,Marvel Stadium,59,23,9,33,59,23,9,33
